hu0,hu1,hu2,hu3,hu4,hu5,hu6,shp0,shp1,groups,label
0.191147,0.00516508,0.00139012,0.000102524,1.81798e-08,-2.55256e-06,3.41696e-08,1,4,ZERO,I
0.189979,0.00503702,0.00108929,8.36748e-05,1.30354e-08,-2.25382e-06,2.16387e-08,1,4,ZERO,I
0.196896,0.00692662,0.00145375,0.000116837,1.71711e-08,-3.81102e-06,4.49864e-08,1,5,ZERO,I
0.18645,0.00338386,0.00128885,9.11965e-05,1.63416e-08,-1.66546e-06,2.66552e-08,1,4,ZERO,I
0.191097,0.00536452,0.00123309,7.75296e-05,5.77237e-09,-3.14951e-06,2.32663e-08,1,4,ZERO,I
0.199423,0.00933992,0.00115371,0.00018002,7.87921e-08,9.92915e-06,2.28584e-08,2,6,ZERO,I
0.190629,0.00511338,0.00134522,9.1128e-05,1.22512e-08,-2.77688e-06,2.94603e-08,1,5,ZERO,I
0.193132,0.00586368,0.00135799,7.91872e-05,2.67978e-10,-4.29154e-06,2.59661e-08,1,3,ZERO,I
0.188351,0.00369441,0.00134591,0.000106737,2.26273e-08,-1.54852e-06,3.35359e-08,1,3,ZERO,I
0.206948,0.0109309,0.00160981,0.000329902,2.36253e-07,2.36955e-05,4.45497e-08,3,3,ZERO,I
0.189979,0.0054504,0.000976226,6.17409e-05,4.43948e-09,-2.49414e-06,1.44931e-08,1,4,ZERO,I
0.189475,0.005099,0.00107302,6.05768e-05,2.99915e-09,-2.76649e-06,1.51501e-08,1,4,ZERO,I
0.193749,0.00614476,0.00135186,9.61691e-05,4.39807e-09,-4.54092e-06,3.43951e-08,1,4,ZERO,I
0.193978,0.00702403,0.0015244,0.000140868,5.09617e-08,4.09784e-06,4.07938e-08,1,5,ZERO,I
0.194638,0.00629866,0.00173868,0.000360702,2.84623e-07,2.44744e-05,2.41864e-08,1,5,ZERO,I
0.224328,0.0172159,0.00133185,7.94464e-05,-1.46186e-09,-6.20252e-06,2.58014e-08,2,7,ZERO,I
0.195961,0.00675717,0.00144416,0.000100466,6.10531e-09,-4.79975e-06,3.77779e-08,1,4,ZERO,I
0.20719,0.0102276,0.00128941,8.32538e-05,1.90135e-08,9.40083e-07,1.95586e-08,4,6,ZERO,I
0.191846,0.00521893,0.0013739,8.3961e-05,6.07915e-09,-3.56196e-06,2.78609e-08,1,5,ZERO,I
0.19328,0.00578796,0.00139396,9.19424e-05,7.29711e-09,-3.96945e-06,3.20963e-08,1,4,ZERO,I
0.185848,0.00722524,0.000122285,1.49379e-05,4.46283e-10,1.21804e-06,4.56547e-10,1,3,ZERO,E
0.185848,0.00722524,0.000122285,1.49379e-05,4.46283e-10,1.21804e-06,4.56547e-10,1,3,ZERO,E
0.186402,0.00729254,7.57355e-05,1.75608e-05,3.85783e-10,1.47006e-06,5.11184e-10,3,4,ZERO,E
0.187107,0.00771428,0.0001286,1.99278e-05,7.77333e-10,1.6386e-06,6.43002e-10,2,4,ZERO,E
0.185848,0.00722524,0.000122285,1.49379e-05,4.46283e-10,1.21804e-06,4.56547e-10,1,3,ZERO,E
0.183599,0.00670711,9.91295e-05,8.07445e-06,1.7812e-10,6.5938e-07,1.43031e-10,1,3,ZERO,E
0.184752,0.00722276,0.000103571,1.27126e-05,3.98966e-10,1.08023e-06,2.31537e-10,2,4,ZERO,E
0.185848,0.00722524,0.000122285,1.49379e-05,4.46283e-10,1.21804e-06,4.56547e-10,1,3,ZERO,E
0.195505,0.0105765,0.000211877,4.78855e-05,4.2692e-09,4.78754e-06,2.24467e-09,1,4,ZERO,E
0.189525,0.00855491,0.000135098,2.49488e-05,1.14041e-09,2.24135e-06,8.92984e-10,2,3,ZERO,E
0.181217,0.00388218,2.90175e-06,7.79612e-07,7.33093e-13,4.3923e-08,-9.15181e-13,5,9,ZERO,E
0.185848,0.00722524,0.000122285,1.49379e-05,4.46283e-10,1.21804e-06,4.56547e-10,1,3,ZERO,E
0.189056,0.00849443,0.0001609,3.28151e-05,1.94655e-09,2.70306e-06,1.37715e-09,1,3,ZERO,E
0.19034,0.00836053,0.000140212,3.0047e-05,1.35345e-09,2.5208e-06,1.40418e-09,2,3,ZERO,E
0.190691,0.00884802,0.00013128,2.6052e-05,1.05597e-09,2.14874e-06,1.09826e-09,1,4,ZERO,E
0.189243,0.0081006,0.000113255,2.60384e-05,9.58583e-10,2.05555e-06,1.03948e-09,3,3,ZERO,E
0.17887,0.0051935,8.83243e-05,7.15016e-06,1.47409e-10,5.14197e-07,1.02749e-10,1,3,ZERO,E
0.193278,0.00920873,0.000189157,4.17347e-05,2.4961e-09,3.73614e-06,2.74224e-09,3,4,ZERO,E
0.181089,0.00603653,0.00011295,7.85641e-06,2.32875e-10,5.40793e-07,2.32565e-11,2,6,ZERO,E
0.186544,0.00694486,2.3598e-05,2.00846e-05,-1.0816e-11,1.33557e-06,4.37117e-10,2,4,ZERO,E
0.207536,0.0147812,0.000716231,5.60978e-05,-7.21155e-09,-5.09988e-06,8.6276e-09,1,2,ZERO,S
0.202967,0.013004,0.00076615,5.68333e-05,-8.43276e-09,-5.24335e-06,8.33865e-09,1,2,ZERO,S
0.208976,0.0153347,0.000731978,5.55246e-05,-0.000009533,-6.2297e-06,5.86711e-09,1,4,ZERO,S
0.199552,0.0120458,0.0005994,4.1814e-05,-5.58433e-09,-4.18909e-06,3.55473e-09,1,3,ZERO,S
0.20604,0.0142722,0.000667981,5.06046e-05,-6.35906e-09,-4.69049e-06,6.79161e-09,1,2,ZERO,S
0.198905,0.0118107,0.000621486,4.41832e-05,-5.08868e-09,-3.93562e-06,5.26404e-09,1,1,ZERO,S
0.208687,0.0153242,0.000680224,5.06863e-05,-7.37925e-09,-5.40105e-06,5.8416e-09,1,3,ZERO,S
0.204712,0.0140063,0.00062103,4.32083e-05,-5.72923e-09,-4.47777e-06,4.1561e-09,1,3,ZERO,S
0.187156,0.00804685,0.00031224,1.74428e-05,-8.98128e-10,-1.12841e-06,-9.22181e-10,1,3,ZERO,S
0.203825,0.013566,0.000610157,4.66378e-05,-4.53584e-09,-3.81843e-06,6.42817e-09,1,3,ZERO,S
0.201948,0.0125798,0.000838971,5.44259e-05,-1.08603e-08,-5.81164e-06,4.16081e-09,1,1,ZERO,S
0.20464,0.0135082,0.000741731,7.24946e-05,1.85715e-09,-1.19813e-06,1.67076e-08,1,4,ZERO,S
0.206808,0.0145342,0.000767859,6.38553e-05,-5.70606e-09,-4.55315e-06,1.29371e-08,1,3,ZERO,S
0.204066,0.0137419,0.000592995,4.46188e-05,-5.48216e-09,-4.46129e-06,4.75614e-09,1,2,ZERO,S
0.20441,0.0134879,0.0007537,6.10359e-05,-8.24152e-09,-5.49825e-06,1.01713e-08,1,2,ZERO,S
0.196031,0.0109899,0.00047521,2.93928e-05,-3.40919e-09,-3.07027e-06,6.66845e-10,1,3,ZERO,S
0.208843,0.0155472,0.000666201,5.22868e-05,-7.34711e-09,-5.51193e-06,6.42273e-09,1,4,ZERO,S
0.195372,0.0107193,0.000521693,3.34747e-05,-3.53744e-09,-3.02729e-06,2.6562e-09,1,2,ZERO,S
0.206827,0.0151001,0.000571071,4.20821e-05,-4.91138e-09,-4.28772e-06,4.29378e-09,1,3,ZERO,S
0.205562,0.0142107,0.000635216,4.64244e-05,-6.77484e-09,-4.9526e-06,4.20216e-09,1,3,ZERO,S
0.199468,0.0113147,0.000774032,8.9199e-05,2.30491e-08,8.09357e-06,4.25162e-09,1,3,ZERO,A
0.196116,0.0104083,0.00059724,5.61391e-05,9.9224e-09,4.55089e-06,2.68601e-09,1,4,ZERO,A
0.194503,0.00943829,0.000736488,7.54006e-05,1.73366e-08,5.93886e-06,3.89298e-09,1,4,ZERO,A
0.193328,0.0062242,0.00143599,6.21418e-05,-1.83465e-08,-4.84257e-06,2.82771e-09,3,6,ZERO,A
0.200761,0.0119607,0.000692575,8.51459e-05,2.04717e-08,8.16399e-06,2.90362e-09,1,4,ZERO,A
0.205382,0.00647512,0.00192592,8.27649e-05,-1.6614e-08,-4.56627e-06,2.85633e-08,6,9,ZERO,A
0.189812,0.00833898,0.000581941,4.77424e-05,7.38515e-09,3.0952e-06,2.96426e-09,1,2,ZERO,A
0.199929,0.0114744,0.000771837,8.66594e-05,2.19427e-08,7.77571e-06,4.56405e-09,1,3,ZERO,A
0.195429,0.00726173,0.00168442,7.01208e-05,-2.17203e-08,-0.004958,1.04394e-08,3,6,ZERO,A
0.207101,0.013719,0.000420894,5.96283e-05,-3.80131e-10,-2.66388e-06,9.43872e-09,1,3,ZERO,A
0.193427,0.00957221,0.000520581,4.42633e-05,6.31148e-09,3.05737e-06,2.3046e-09,1,6,ZERO,A
0.18954,0.00846459,0.000362343,2.44098e-05,2.11517e-09,1.50355e-06,8.9223e-10,1,3,ZERO,A
0.196567,0.0068741,0.00133976,5.29567e-05,-1.40942e-08,-4.38497e-06,-5.68843e-10,7,8,ZERO,A
0.211443,0.0147908,0.000525716,7.91482e-05,-1.02726e-09,-3.63689e-06,1.61123e-08,2,3,ZERO,A
0.208669,0.0128341,0.000387509,7.32995e-05,-5.13292e-11,-4.26389e-06,1.23535e-08,2,4,ZERO,A
0.187246,0.00755318,0.000166842,1.37841e-05,-6.57344e-10,-1.18584e-06,6.97048e-11,2,3,ZERO,A
0.187917,0.00528124,0.0012153,5.12291e-05,-0.00001209,-3.71864e-06,-4.15034e-09,3,5,ZERO,A
0.186831,0.00475837,0.00130727,4.76686e-05,-1.18108e-08,-3.17462e-06,1.45098e-09,1,4,ZERO,A
0.199451,0.0117755,0.000626216,7.33194e-05,1.51136e-08,0.006479,4.28949e-09,1,3,ZERO,A
0.196788,0.0103689,0.000709816,7.11153e-05,1.53933e-08,5.80153e-06,4.28232e-09,1,4,ZERO,A
0.212125,0.0145781,0.000416822,1.81605e-05,3.96583e-10,-1.82564e-06,1.52945e-09,3,5,ZERO,I
0.208193,0.0138577,0.000436764,1.85476e-05,-6.60154e-10,-2.11853e-06,1.53331e-09,1,5,ZERO,I
0.208747,0.014051,0.000288973,1.01623e-05,8.5224e-11,-1.04995e-06,5.4407e-10,2,4,ZERO,I
0.215272,0.0156089,0.000452743,2.46491e-05,6.71204e-10,-2.36539e-06,2.51593e-09,4,4,ZERO,I
0.206113,0.0127137,0.000575196,2.78356e-05,-1.17125e-09,-2.91156e-06,3.32172e-09,1,5,ZERO,I
0.208564,0.014002,0.000499217,1.81699e-05,-1.53598e-09,-2.08055e-06,7.97145e-10,1,4,ZERO,I
0.21044,0.0145097,0.000517382,2.16152e-05,-1.14261e-09,-2.56023e-06,1.97978e-09,1,4,ZERO,I
0.209368,0.0137359,0.000565627,3.1739e-05,2.60635e-11,-3.10004e-06,4.25252e-09,1,5,ZERO,I
0.210738,0.0142802,0.000410815,2.02684e-05,4.76045e-11,-2.05101e-06,1.84887e-09,2,5,ZERO,I
0.212458,0.0154064,0.000345958,1.44804e-05,6.90423e-11,-1.54177e-06,1.02257e-09,1,4,ZERO,I
0.207564,0.0131455,0.000536254,2.61405e-05,-4.16639e-10,-2.6531e-06,3.06681e-09,1,4,ZERO,I
0.208502,0.0138134,0.000573857,2.37774e-05,-2.15602e-09,-2.78498e-06,1.75097e-09,1,5,ZERO,I
0.209251,0.0139047,0.000411112,2.6803e-05,1.18309e-09,-2.14408e-06,2.55272e-09,2,5,ZERO,I
0.212333,0.015165,0.000507088,2.21061e-05,-4.68307e-10,-2.47849e-06,2.29318e-09,1,4,ZERO,I
0.214009,0.0156387,0.000334313,1.28241e-05,3.16054e-11,-1.46535e-06,8.39093e-10,2,7,ZERO,I
0.213447,0.015654,0.000460363,1.54221e-05,-1.14514e-09,-1.86335e-06,6.14224e-10,1,5,ZERO,I
0.20972,0.0142404,0.000433211,2.2563e-05,4.53298e-10,-2.12233e-06,2.18418e-09,1,4,ZERO,I
0.209632,0.0141959,0.000423042,2.11062e-05,4.47411e-10,-1.89863e-06,1.94355e-09,1,4,ZERO,I
0.210971,0.0147436,0.000555343,2.16555e-05,-1.43589e-09,-2.60721e-06,1.89156e-09,1,4,ZERO,I
0.209978,0.0144361,0.00038723,1.73112e-05,1.60981e-10,-1.74307e-06,1.40817e-09,1,4,ZERO,I
0.183921,0.00681066,0.000257102,1.4952e-05,4.7783e-10,9.71382e-08,-7.94417e-10,1,5,ZERO,E
0.185291,0.00734054,0.000305178,2.04061e-05,7.33173e-10,1.19228e-07,-1.43376e-09,1,4,ZERO,E
0.185841,0.00764186,0.000284815,2.11422e-05,9.84048e-10,3.61165e-07,-1.31273e-09,1,4,ZERO,E
0.182517,0.0063179,0.000315563,1.61768e-05,4.54357e-10,2.34604e-08,-1.06274e-09,1,5,ZERO,E
0.184624,0.00722106,0.000228614,1.32414e-05,2.52762e-10,-3.50021e-08,-6.83284e-10,1,4,ZERO,E
0.185547,0.00547751,2.87864e-06,1.42204e-05,8.29258e-11,4.31067e-07,3.74327e-11,6,6,ZERO,E
0.183032,0.00658978,0.000269657,1.57894e-05,2.54413e-10,-1.7496e-07,-9.98368e-10,1,4,ZERO,E
0.182284,0.00649587,0.000179846,1.1485e-05,2.8346e-10,7.90087e-08,-4.38301e-10,1,4,ZERO,E
0.186235,0.00719473,0.000387392,2.73897e-05,2.15649e-09,8.32379e-07,-1.81921e-09,1,4,ZERO,E
0.183695,0.00619771,2.19088e-05,1.20262e-06,2.15866e-12,3.48917e-08,-5.78332e-12,3,6,ZERO,E
