hu0,hu1,hu2,hu3,hu4,hu5,hu6,shp0,shp1,groups,label
0.187991,0.00543945,0.000922805,4.53622e-05,5.24854e-09,2.00658e-06,7.65443e-09,2,3,DEZ,Identidade
0.192024,0.00629482,0.000989034,4.17813e-05,-4.40122e-09,-1.20047e-06,7.26405e-09,1,4,DEZ,Identidade
0.179671,0.00261083,0.00051267,1.23594e-05,-1.17046e-11,2.64666e-07,9.83752e-10,2,5,DEZ,Identidade
0.184998,0.00401159,0.000773901,6.58826e-05,1.31207e-08,4.11622e-06,7.01114e-09,4,4,DEZ,Identidade
0.190915,0.00639575,0.000912661,3.81235e-05,-3.44139e-09,-9.23552e-07,6.22304e-09,1,4,DEZ,Identidade
0.185469,0.00479356,0.000753363,1.70837e-05,-1.91013e-09,-1.03054e-06,-3.28112e-10,1,3,DEZ,Identidade
0.18057,0.00302265,0.000578338,1.21688e-05,4.52674e-10,5.12218e-07,9.14998e-10,1,5,DEZ,Identidade
0.183859,0.00400116,0.000667972,3.05694e-05,2.16218e-09,1.48465e-06,3.79562e-09,1,5,DEZ,Identidade
0.187851,0.00515808,0.000956969,2.79223e-05,-1.9225e-09,-3.0392e-07,4.13968e-09,2,5,DEZ,Identidade
0.184164,0.00473856,0.000805535,2.61079e-05,3.62167e-09,1.78938e-06,1.10393e-09,2,3,DEZ,Identidade
0.189383,0.00515051,0.000962958,3.83828e-05,-8.73423e-10,5.66177e-07,7.32731e-09,2,4,DEZ,Identidade
0.193842,0.00633267,0.00111942,4.23025e-05,-5.50894e-09,-1.10511e-06,7.37509e-09,3,4,DEZ,Identidade
0.182117,0.00320488,0.00049714,1.96406e-05,1.44799e-09,1.05115e-06,1.29223e-09,2,5,DEZ,Identidade
0.18425,0.00478143,0.000819705,3.57741e-05,5.85268e-09,2.43628e-06,1.8097e-09,3,7,DEZ,Identidade
0.179316,0.00253057,0.000912177,2.70934e-05,1.47926e-09,5.08287e-07,3.99413e-09,1,4,DEZ,Identidade
0.182752,0.00433814,0.00087627,3.61245e-05,6.15865e-09,2.37101e-06,1.83847e-09,1,5,DEZ,Identidade
0.181004,0.00287885,0.000696404,2.1443e-05,2.43072e-09,1.14181e-06,9.78678e-10,5,5,DEZ,Identidade
0.185044,0.00428639,0.000696917,1.44652e-05,-1.25234e-09,-4.87738e-07,7.35537e-10,2,5,DEZ,Identidade
0.183332,0.00373029,0.000842011,2.38207e-05,1.46068e-09,1.11032e-06,3.04096e-09,1,4,DEZ,Identidade
0.184747,0.00444549,0.000794887,3.03874e-05,3.22049e-09,1.6623e-06,3.45435e-09,2,4,DEZ,Identidade
0.197763,0.00286464,0.00280273,0.000188668,-1.29865e-07,-8.97659e-06,-4.42435e-08,1,7,DEZ,Lei
