hu0,hu1,hu2,hu3,hu4,hu5,hu6,shp0,shp1,groups,label
0.215423,0.00580292,0.00530994,0.000207453,-2.35379e-08,-1.40882e-05,-2.16458e-07,1,5,ONZE,D
0.221717,0.00924669,0.00441996,0.000184121,1.29056e-07,-5.92207e-06,-1.04563e-07,2,4,ONZE,D
0.215728,0.00252745,0.00746188,0.000442431,3.99266e-07,-7.68132e-06,-6.97719e-07,1,4,ONZE,D
0.237734,0.00645823,0.0107194,0.00076867,1.27323e-06,-1.23078e-05,-1.80204e-06,2,4,ONZE,D
0.226561,0.0105201,0.0053659,0.000124479,-7.22966e-08,-1.27409e-05,-7.15743e-08,1,3,ONZE,D
0.237809,0.00905088,0.00827606,0.000404396,-4.38764e-08,-2.97991e-05,-7.38511e-07,2,4,ONZE,D
0.216999,0.00198898,0.00742036,0.00056966,1.01333e-06,8.62647e-07,-5.87278e-07,2,5,ONZE,D
0.224813,0.0072303,0.00649191,0.000319088,2.12348e-07,-1.67042e-05,-4.07213e-07,1,4,ONZE,D
0.227802,0.00673796,0.00691537,0.000291907,8.45279e-08,-1.58601e-05,-4.06035e-07,2,5,ONZE,D
0.237447,0.00483453,0.0111206,0.000842238,6.08617e-07,-2.89962e-05,-2.50472e-06,2,4,ONZE,D
0.228496,0.0103464,0.00591322,0.000155944,-1.83595e-08,-1.43473e-05,-1.4862e-07,1,5,ONZE,D
0.234912,0.0129932,0.00590268,0.000226161,4.90852e-08,-1.96777e-05,-2.56656e-07,1,4,ONZE,D
0.230781,0.00381589,0.00860885,0.000436679,5.90571e-07,-5.80636e-06,-6.06698e-07,2,4,ONZE,D
0.222074,0.00300236,0.00789453,0.000393864,1.56419e-07,-1.17816e-05,-6.76672e-07,3,4,ONZE,D
0.226836,0.00487974,0.00853839,0.000436283,7.58434e-08,-1.9326e-05,-8.38633e-07,2,4,ONZE,D
0.236881,0.00433632,0.0104706,0.000546032,3.02579e-07,-1.63787e-05,-1.27006e-06,2,4,ONZE,D
0.21869,0.00276568,0.00809437,0.000610046,7.56159e-07,-9.8329e-06,-1.12512e-06,1,2,ONZE,D
0.240396,0.00872206,0.00919683,0.000455808,-4.85419e-08,-3.33524e-05,-9.31974e-07,2,5,ONZE,D
0.209049,0.00323618,0.00534783,0.000146561,-4.48394e-08,-8.11673e-06,-1.21758e-07,2,4,ONZE,D
0.217436,0.00160968,0.00788999,0.000566165,1.05235e-06,1.23366e-06,-5.69596e-07,1,3,ONZE,D
0.205497,0.00348032,8.85948e-05,0.000148105,-1.58423e-08,-5.04967e-06,6.06927e-09,5,5,ONZE,NOVE
0.210752,0.00420972,0.000413132,0.000218313,-6.33178e-08,-4.67197e-06,-1.70136e-08,3,7,ONZE,NOVE
0.215012,0.00367052,0.000130196,0.000299476,2.75093e-08,-5.37476e-06,-5.23463e-08,5,9,ONZE,NOVE
0.196639,0.00662214,0.00158251,8.42348e-05,-1.75639e-08,-1.2582e-06,-2.5246e-08,2,5,ONZE,NOVE
0.206337,0.00288731,6.34165e-05,0.000160657,-1.60951e-08,-4.92526e-06,1.97801e-09,6,6,ONZE,NOVE
0.20857,0.00948872,0.00261737,0.000191751,-4.73476e-08,-2.62702e-06,-1.27326e-07,1,3,ONZE,NOVE
0.217555,0.00458299,0.000122936,0.000293503,2.85233e-08,-4.46875e-06,-4.79028e-08,4,6,ONZE,NOVE
0.202594,0.00304186,0.00028294,0.00013233,-2.33263e-08,-5.09718e-06,1.05604e-08,3,8,ONZE,NOVE
0.198415,0.00656926,0.00185311,0.00010515,-1.88764e-08,-7.02655e-07,-4.24036e-08,2,4,ONZE,NOVE
0.198999,0.0067781,0.00173286,0.000106529,-4.46294e-08,-6.82616e-06,-1.01544e-08,1,3,ONZE,NOVE
0.209255,0.00357996,0.000311014,0.000132135,-1.87471e-08,-6.80566e-06,1.91328e-08,5,5,ONZE,NOVE
0.204585,0.00283655,0.000299698,0.000125606,-1.52688e-08,-5.93079e-06,1.89937e-08,3,6,ONZE,NOVE
0.213098,0.00365157,0.00013829,0.000264552,1.96584e-08,-0.006244,-4.66267e-08,5,5,ONZE,NOVE
0.205035,0.00848192,0.00170983,0.000134901,-5.22073e-08,-6.21917e-06,-3.83661e-08,1,3,ONZE,NOVE
0.205026,0.00934869,0.00203733,0.000135862,-4.52363e-08,-5.41524e-06,-5.53431e-08,1,3,ONZE,NOVE
0.19357,0.00572249,0.00146181,7.81056e-05,-2.62793e-08,-4.81882e-06,-2.43338e-09,1,3,ONZE,NOVE
0.210847,0.00388166,0.000103368,0.000231814,0.000002974,-7.22915e-06,-3.57608e-08,7,5,ONZE,NOVE
0.198502,0.00710511,0.00188863,0.000120721,-1.95723e-08,-1.11113e-06,-5.42186e-08,2,3,ONZE,NOVE
0.203689,0.00295327,4.02435e-05,0.000153945,-1.03005e-08,-5.34664e-06,6.38155e-09,5,8,ONZE,NOVE
0.214844,0.0033974,8.31722e-05,0.000245094,6.79438e-09,-7.91399e-06,-3.43277e-08,8,6,ONZE,NOVE
0.247462,0.0182856,0.00658831,0.000276809,-3.73782e-07,-3.4018e-05,-4.96443e-09,2,7,ONZE,D
0.240138,0.0156254,0.00656421,0.000317502,-4.1078e-07,-3.92878e-05,-2.03367e-07,2,6,ONZE,D
