hu0,hu1,hu2,hu3,hu4,hu5,hu6,shp0,shp1,groups,label
0.215401,0.0124602,0.00137781,0.000121368,4.64712e-08,1.14637e-05,-1.74257e-08,2,3,QUATRO,O
0.207423,0.0112003,9.54557e-05,1.15891e-05,-3.75564e-10,1.16621e-06,-8.67701e-11,2,3,QUATRO,O
0.211618,0.0107243,0.00128438,7.48169e-05,2.06845e-08,6.09382e-06,-1.04901e-08,2,3,QUATRO,O
0.213784,0.0120935,0.00142621,0.000134511,5.72278e-08,1.34316e-05,-1.39987e-08,2,3,QUATRO,O
0.203462,0.0102205,7.83446e-05,1.01075e-05,-2.83474e-10,9.33297e-07,2.32352e-11,2,3,QUATRO,O
0.21018,0.0100066,0.00119559,5.94904e-05,1.56422e-08,5.61854e-06,-2.65389e-09,2,4,QUATRO,O
0.210416,0.0105405,0.00122573,9.22745e-05,2.89414e-08,7.80966e-06,-1.11994e-08,2,3,QUATRO,O
0.213187,0.0118435,0.00141341,0.000140263,6.07525e-08,1.40176e-05,-1.4471e-08,2,3,QUATRO,O
0.20995,0.0110289,0.00131186,0.000121102,4.57051e-08,1.1163e-05,-1.55237e-08,2,4,QUATRO,O
0.209332,0.0107657,0.00129677,0.000122898,4.79489e-08,1.1818e-05,-1.03945e-08,2,2,QUATRO,O
0.208058,0.0111427,9.17237e-05,1.54995e-05,-5.84409e-10,1.48483e-06,-7.23894e-14,2,4,QUATRO,O
0.206934,0.0113004,0.000127422,4.79171e-06,-7.20012e-11,3.42465e-07,9.39934e-11,2,3,QUATRO,O
0.211037,0.0114858,0.00125745,0.000115488,0.00004228,1.09626e-05,-1.22175e-08,2,3,QUATRO,O
0.207766,0.0103331,0.00122406,9.5991e-05,3.1405e-08,8.56913e-06,-0.000009818,2,4,QUATRO,O
0.206108,0.00961171,0.00108296,7.78935e-05,2.21355e-08,7.03229e-06,-4.6736e-09,2,4,QUATRO,O
0.222982,0.017726,0.000828405,9.6777e-05,1.36459e-08,7.0325e-06,2.37624e-08,2,4,QUATRO,O
0.209227,0.0107331,0.00119196,0.000100428,3.4138e-08,9.71676e-06,-6.47654e-09,2,3,QUATRO,O
0.205664,0.00932824,0.00104814,7.50861e-05,2.05309e-08,6.59197e-06,-4.71052e-09,2,3,QUATRO,O
0.211513,0.0118587,0.00123774,0.00012304,4.66207e-08,1.2132e-05,-1.14898e-08,2,3,QUATRO,O
0.212391,0.0114555,0.00133174,0.000124337,4.75419e-08,1.13419e-05,-1.73104e-08,2,3,QUATRO,O
0.23914,0.0167446,0.0018269,0.000121891,1.27247e-08,1.52359e-05,-5.60941e-08,1,3,QUATRO,C
0.246847,0.0199234,0.00155428,0.000173659,4.68335e-09,2.43439e-05,-9.00999e-08,1,3,QUATRO,C
0.254215,0.0213845,0.000485166,0.00012411,-3.24681e-09,3.48732e-06,3.02814e-08,1,2,QUATRO,C
0.254442,0.0239051,0.000387614,7.20801e-05,1.15228e-08,-5.27234e-06,3.51923e-09,1,3,QUATRO,C
0.243739,0.0181452,0.00171823,0.000200387,2.45676e-08,2.64988e-05,-1.14988e-07,1,3,QUATRO,C
0.244178,0.0190281,0.000376407,0.000118427,-7.03681e-09,6.0343e-06,2.3993e-08,1,3,QUATRO,C
0.240405,0.0170872,0.00204691,0.000124814,2.4207e-08,1.55537e-05,-5.8259e-08,1,4,QUATRO,C
0.250933,0.021172,0.00185927,0.000191147,2.93497e-08,2.6864e-05,-1.10108e-07,1,2,QUATRO,C
0.251333,0.021083,0.000399607,0.000109334,9.81778e-09,-4.22998e-07,2.06371e-08,3,2,QUATRO,C
0.242364,0.0200351,0.000359676,5.02889e-05,4.64209e-09,-1.79152e-06,4.91876e-09,1,2,QUATRO,C
0.242071,0.0194253,0.00123809,0.000153602,8.0059e-10,2.13238e-05,-6.69791e-08,1,3,QUATRO,C
0.240732,0.0182152,0.00149359,0.000139657,1.24819e-08,1.84889e-05,-6.25508e-08,1,3,QUATRO,C
0.245766,0.0189979,0.000505857,9.81151e-05,-6.17265e-09,4.23071e-06,2.09687e-08,1,3,QUATRO,C
0.243244,0.0197272,0.000395218,6.87794e-05,7.62215e-09,-2.09589e-06,8.39607e-09,1,3,QUATRO,C
0.238277,0.0180492,0.000381328,6.17326e-05,4.72734e-09,-5.42697e-07,8.20748e-09,2,2,QUATRO,C
0.241791,0.0196391,0.00036851,7.21277e-05,4.66072e-09,2.14996e-08,1.07961e-08,1,3,QUATRO,C
0.248016,0.022581,0.000387774,6.62572e-05,6.9752e-10,1.69637e-06,1.05974e-08,1,2,QUATRO,C
0.23767,0.0162446,0.000436825,0.000112897,-9.92373e-09,5.12359e-06,2.30237e-08,1,3,QUATRO,C
0.240177,0.0190328,0.00160662,0.000162359,4.23134e-08,2.10066e-05,-7.13139e-08,1,3,QUATRO,C
0.241648,0.0178168,0.00183694,0.000185361,3.59353e-08,2.39823e-05,-1.02018e-07,1,4,QUATRO,C
0.204753,0.00778426,0.000907877,0.000191457,7.4362e-08,8.70077e-06,-2.90132e-08,2,4,QUATRO,Pequeno
0.224414,0.00626559,0.00482927,0.000321079,-3.36176e-07,-2.41096e-05,-2.1642e-07,4,5,QUATRO,Pequeno
0.204836,0.00777083,0.000837651,0.000227576,9.67495e-08,1.40549e-05,-2.26362e-08,1,5,QUATRO,Pequeno
0.206104,0.00853034,0.000750812,0.000155499,4.79486e-08,6.22546e-06,-2.28897e-08,1,5,QUATRO,Pequeno
0.203456,0.00670711,0.000733826,0.000209083,7.91026e-08,7.34978e-06,-2.12149e-08,1,4,QUATRO,Pequeno
0.225852,0.0123098,0.0029156,0.000172731,-1.17276e-07,-1.91549e-05,-3.56687e-08,1,7,QUATRO,Pequeno
0.205743,0.00819668,0.0007466,0.000194961,7.21621e-08,1.09151e-05,-1.80345e-08,1,5,QUATRO,Pequeno
0.209415,0.00750829,0.000874839,0.000165464,5.56967e-08,4.95567e-06,-2.9343e-08,2,6,QUATRO,Pequeno
0.206484,0.00834362,0.000879066,0.000257655,1.20082e-07,1.5844e-05,-2.48281e-08,1,6,QUATRO,Pequeno
0.211344,0.0102835,0.0011063,0.000139799,4.08055e-08,9.67927e-07,-3.68444e-08,1,5,QUATRO,Pequeno
0.212429,0.00571086,0.00369337,0.000205472,-1.58613e-07,-1.53958e-05,-8.29517e-08,2,4,QUATRO,Pequeno
0.211318,0.00640001,0.00333559,0.000206266,-7.97324e-08,-1.38565e-05,-1.51377e-07,1,6,QUATRO,Pequeno
0.200949,0.00781297,0.000483483,0.000136238,3.48506e-08,7.97144e-06,-2.83237e-09,1,5,QUATRO,Pequeno
0.211246,0.0105212,0.00105939,0.000176608,6.44488e-08,0.005635,-4.10113e-08,1,6,QUATRO,Pequeno
0.233287,0.0168038,0.00245271,0.000132106,-6.43395e-08,-1.33326e-05,3.89253e-08,1,6,QUATRO,Pequeno
0.212995,0.0102394,0.00148532,0.000160654,3.71623e-08,-2.77969e-06,-6.91209e-08,4,5,QUATRO,Pequeno
0.200862,0.00717663,0.000648125,0.000165175,5.2227e-08,8.28208e-06,-1.38947e-08,1,5,QUATRO,Pequeno
0.22575,0.0152594,0.00198342,0.000130899,-4.11159e-08,-1.49605e-05,-5.25177e-08,2,6,QUATRO,Pequeno
0.204092,0.00755994,0.000827374,0.000173563,6.09583e-08,9.66525e-06,-2.46968e-08,2,6,QUATRO,Pequeno
0.20442,0.00834193,0.000742814,0.000207222,7.95927e-08,1.18891e-05,-1.65772e-08,1,3,QUATRO,Pequeno
0.220042,0.0137976,0.000357017,7.0218e-06,3.37564e-10,-2.14811e-07,9.82598e-11,2,2,QUATRO,O
0.221763,0.0137466,0.000404219,6.04958e-06,2.11766e-10,-4.36448e-09,2.11302e-10,2,2,QUATRO,O
0.199598,0.00820761,0.000106847,5.65395e-06,-8.26387e-11,3.12113e-07,1.11725e-10,2,3,QUATRO,O
0.193873,0.00660946,6.79858e-05,4.83906e-06,-7.02328e-12,1.36689e-07,8.74895e-11,2,3,QUATRO,O
0.22141,0.0138019,0.000432862,5.46521e-06,1.05669e-10,1.42093e-07,2.43913e-10,2,3,QUATRO,O
0.198375,0.00752303,8.62147e-05,6.45405e-06,-1.51374e-10,5.13334e-07,-1.62522e-11,2,2,QUATRO,O
0.200459,0.00754184,6.53299e-05,1.51351e-05,-4.49998e-10,1.03399e-06,1.5492e-10,2,5,QUATRO,O
0.224485,0.0144234,0.000645401,1.44545e-05,-3.57027e-10,2.69136e-07,1.34969e-09,2,3,QUATRO,O
0.200671,0.00783452,8.7327e-05,1.15075e-05,-3.43215e-10,9.40368e-07,-1.23594e-10,3,2,QUATRO,O
0.201219,0.00821258,6.13774e-05,1.74149e-05,-5.67969e-10,1.37463e-06,-3.9767e-11,2,4,QUATRO,O
0.223333,0.0148644,0.000322776,1.22529e-05,-2.65491e-10,9.19689e-07,7.23388e-10,2,3,QUATRO,O
0.224326,0.0145864,0.000361725,1.10955e-05,1.92529e-10,4.26221e-07,6.7605e-10,2,3,QUATRO,O
0.196299,0.00668669,5.30712e-05,1.15284e-05,-1.55401e-10,5.61847e-07,2.39092e-10,2,2,QUATRO,O
0.198494,0.00719207,9.27317e-05,8.70231e-06,-2.40772e-10,6.23115e-07,5.60499e-11,2,3,QUATRO,O
0.200913,0.00769513,5.66424e-05,1.91979e-05,-6.28905e-10,1.41378e-06,7.24876e-11,2,3,QUATRO,O
0.209214,0.0117932,0.0001998,1.05068e-06,-4.67721e-12,5.39062e-08,1.44868e-11,2,3,QUATRO,O
0.196872,0.0066611,3.46073e-05,1.61045e-05,-3.43952e-10,9.09952e-07,1.61997e-10,2,2,QUATRO,O
0.197051,0.00708937,6.28369e-05,9.68803e-06,-2.29455e-10,0.0006758,6.69928e-11,3,2,QUATRO,O
0.207731,0.0113532,0.000195484,2.51085e-06,-5.4865e-11,2.57932e-07,-9.17714e-12,2,3,QUATRO,O
0.197788,0.00779653,5.85402e-05,5.21071e-06,-8.21984e-11,3.59618e-07,3.90591e-11,2,4,QUATRO,O
0.241538,0.0136892,0.00254316,0.000241046,-7.05038e-08,2.78398e-05,-1.75065e-07,1,3,QUATRO,C
0.255857,0.0181548,0.0030909,0.000331804,6.9368e-08,4.36379e-05,-3.28781e-07,1,5,QUATRO,C
0.235635,0.0181363,0.0013323,0.000151062,2.93165e-08,1.97534e-05,-6.11003e-08,1,5,QUATRO,C
0.24091,0.0200885,0.00130331,0.000185817,4.1925e-08,2.56195e-05,-8.12657e-08,1,2,QUATRO,C
0.255848,0.0185586,0.00287228,0.000343854,8.66906e-08,4.55319e-05,-3.30544e-07,1,5,QUATRO,C
0.236288,0.0172555,0.00156215,0.000196416,6.26718e-08,2.45868e-05,-8.89359e-08,1,5,QUATRO,C
0.235162,0.0190862,0.00111293,0.000195276,5.16978e-08,2.6282e-05,-7.49311e-08,1,4,QUATRO,C
0.23686,0.017598,0.00145545,0.000220544,5.78254e-08,2.87142e-05,-1.10766e-07,1,5,QUATRO,C
0.241724,0.0208411,0.00103061,0.000190289,2.30387e-08,2.73675e-05,-8.10583e-08,1,2,QUATRO,C
0.242206,0.0199789,0.00142371,0.00012533,1.54256e-08,1.68946e-05,-5.06439e-08,1,2,QUATRO,C
0.26031,0.01721,0.0036323,0.000433007,-2.5833e-08,5.67135e-05,-5.42427e-07,1,3,QUATRO,C
0.259943,0.0177,0.00358936,0.000449243,7.43107e-08,5.89516e-05,-5.65607e-07,1,3,QUATRO,C
0.234629,0.0180307,0.00143763,0.000113822,3.24529e-08,1.35254e-05,-3.26611e-08,1,4,QUATRO,C
0.244796,0.0221816,0.00115318,0.000112235,1.63795e-08,1.57244e-05,-3.6906e-08,1,3,QUATRO,C
0.24544,0.0224269,0.00119588,0.000124055,2.31077e-08,1.73308e-05,-4.18231e-08,1,2,QUATRO,C
0.248337,0.0224032,0.00130544,0.000153099,2.42987e-08,2.19272e-05,-6.39856e-08,1,3,QUATRO,C
0.240828,0.0202657,0.0012882,0.000220944,7.01052e-08,3.03082e-05,-0.00009476,1,3,QUATRO,C
