hu0,hu1,hu2,hu3,hu4,hu5,hu6,shp0,shp1,groups,label
0.204431,0.00589673,0.00109232,0.000536236,3.59627e-07,4.08798e-05,1.97731e-07,1,4,OITO,DOIS
0.197071,0.00389818,0.000877879,0.000373445,1.92671e-07,2.19564e-05,9.27288e-08,1,5,OITO,DOIS
0.203371,0.00505074,0.00147242,0.000611298,5.39311e-07,4.18936e-05,2.13292e-07,1,4,OITO,DOIS
0.19873,0.00512818,0.000525,0.000409333,1.62881e-07,2.92812e-05,9.73507e-08,1,5,OITO,DOIS
0.198724,0.00387224,0.000962693,0.000431081,1.97818e-07,2.65741e-05,1.94903e-07,1,4,OITO,DOIS
0.203827,0.00774364,0.00072126,0.000148697,4.65091e-08,1.06776e-05,-1.44314e-08,2,6,OITO,DOIS
0.202041,0.00456345,0.00139268,0.000516473,3.88062e-07,3.33543e-05,2.03156e-07,1,4,OITO,DOIS
0.193842,0.00343719,0.000585464,0.000216369,3.67457e-08,1.24058e-05,6.76767e-08,1,4,OITO,DOIS
0.193486,0.0048535,0.00030911,0.000176867,4.11686e-08,1.17103e-05,3.92116e-09,2,5,OITO,DOIS
0.193486,0.00331022,0.00118443,0.000503105,3.59821e-07,2.44235e-05,-1.46143e-07,2,4,OITO,DOIS
0.196218,0.00387701,0.000770771,0.000345372,1.51069e-07,2.05548e-05,9.45056e-08,1,4,OITO,DOIS
0.200189,0.00467654,0.00111247,0.00047821,3.10374e-07,3.11414e-05,1.59145e-07,1,4,OITO,DOIS
0.187774,0.00332163,0.000171845,0.000185383,2.87615e-08,1.06368e-05,1.63588e-08,1,4,OITO,DOIS
0.203361,0.00312104,0.00140093,0.000269396,1.56347e-07,9.76949e-06,-5.4274e-08,3,6,OITO,DOIS
0.207456,0.00661358,0.000794754,0.00013892,3.50751e-08,4.75664e-06,-3.00074e-08,2,7,OITO,DOIS
0.202908,0.00384117,0.00129017,0.000749856,7.34203e-07,4.42376e-05,7.01735e-08,1,5,OITO,DOIS
0.191365,0.00311454,0.000476397,0.000260499,6.82234e-08,1.43416e-05,6.13761e-08,1,4,OITO,DOIS
0.187474,0.00273632,0.000201074,0.000113247,1.62121e-08,5.17069e-06,5.4041e-09,2,6,OITO,DOIS
0.194228,0.00508134,7.90785e-05,0.000175581,1.4739e-08,1.21492e-05,1.45193e-08,1,5,OITO,DOIS
0.200917,0.00516785,0.000291658,0.000323874,4.63083e-08,2.32771e-05,8.8113e-08,1,4,OITO,DOIS
0.193912,0.00537798,0.00142505,9.09064e-05,-3.04554e-08,-6.50572e-06,1.19598e-08,1,4,OITO,UM
0.19497,0.00630667,0.0013878,7.92761e-05,-2.26227e-08,-3.58602e-06,-1.34034e-08,1,5,OITO,UM
0.189394,0.00450807,0.00122926,7.06905e-05,-1.9526e-08,-4.6536e-06,7.27814e-09,1,5,OITO,UM
0.193705,0.00594907,0.00147553,7.02055e-05,-1.52244e-08,-5.17243e-06,1.66971e-08,1,4,OITO,UM
0.195594,0.00602575,0.001379,8.82378e-05,-2.97132e-08,-5.06012e-06,-8.03183e-09,1,3,OITO,UM
