hu0,hu1,hu2,hu3,hu4,hu5,hu6,shp0,shp1,groups,label
0.364918,0.0104211,0.0283003,0.000785047,-1.92215e-06,-7.33457e-05,3.16191e-06,1,4,NOVE,Casa
0.378914,0.0118534,0.0369508,0.00120899,-7.79515e-06,-0.000111627,2.12892e-06,1,4,NOVE,Casa
0.404835,0.0343326,0.0342148,0.00118159,-5.66661e-06,-0.000166269,-4.93288e-06,1,4,NOVE,Casa
0.402461,0.0397693,0.0310347,0.00140365,-3.54746e-07,-0.000152503,-9.25753e-06,1,4,NOVE,Casa
0.349036,0.00825673,0.0290071,0.000707042,-2.67832e-06,-4.04963e-05,1.75481e-06,1,4,NOVE,Casa
0.380068,0.029477,0.0315125,0.00130102,-2.23459e-06,-0.000105983,-8.02516e-06,1,4,NOVE,Casa
0.395411,0.0332886,0.0315558,0.00145665,-4.79008e-06,-0.000193949,-8.63634e-06,1,4,NOVE,Casa
0.372104,0.0151546,0.0282891,0.00104165,1.48965e-07,-4.32432e-05,5.65252e-06,1,4,NOVE,Casa
0.388951,0.0367004,0.0285678,0.00138709,-0.002795,-0.000186808,-8.27219e-06,1,4,NOVE,Casa
0.372203,0.0277025,0.0292167,0.00112912,-4.72752e-06,-0.00017947,-4.43949e-06,1,4,NOVE,Casa
0.404467,0.0125295,0.0408936,0.00138225,-1.02471e-05,-0.00014991,-1.73032e-06,1,4,NOVE,Casa
0.398188,0.0127622,0.0394079,0.00142924,-1.05617e-05,-0.000153959,1.87186e-06,1,4,NOVE,Casa
0.381159,0.0304674,0.0290164,0.00111841,-2.39691e-06,-0.000125793,-5.9032e-06,1,4,NOVE,Casa
0.385404,0.0289298,0.0315908,0.00116853,-5.53921e-06,-0.000196333,-4.44106e-06,1,4,NOVE,Casa
0.386593,0.0299401,0.0324462,0.00151018,-3.03017e-06,-0.000149723,-1.01276e-05,1,4,NOVE,Casa
0.379672,0.030866,0.0297111,0.00120905,-5.37659e-06,-0.000178758,-4.85835e-06,1,4,NOVE,Casa
0.393619,0.0306077,0.0321221,0.00124779,-6.15671e-06,-0.000187571,-4.94993e-06,1,4,NOVE,Casa
0.401882,0.0378811,0.0316402,0.00142244,-3.45551e-06,-0.000210593,-8.89502e-06,1,4,NOVE,Casa
0.384856,0.0189992,0.0301567,0.000894939,-2.43623e-06,-9.04438e-05,3.95983e-06,1,4,NOVE,Casa
0.392305,0.0367757,0.028149,0.00128182,-3.97266e-06,-0.000172589,-6.59568e-06,1,4,NOVE,Casa
0.244606,0.00302612,0.00192612,0.00022627,-3.90461e-08,-8.18751e-06,1.44182e-07,1,4,NOVE,Pedra
0.24288,0.00259019,0.00267996,0.000304834,-1.00066e-07,-1.1564e-05,2.5671e-07,2,4,NOVE,Pedra
0.253479,0.00363495,0.00209583,0.000261771,-6.45933e-08,-1.15297e-05,1.82816e-07,2,7,NOVE,Pedra
0.231389,0.000808641,0.00185383,0.000140059,-7.09383e-08,-3.9145e-06,7.81961e-09,2,6,NOVE,Pedra
0.24714,0.00299991,0.00206177,0.000244784,-6.33338e-08,-9.6727e-06,1.61955e-07,1,4,NOVE,Pedra
0.238281,0.00213058,0.00256081,0.00035085,-1.0771e-07,-1.11692e-05,3.14635e-07,3,6,NOVE,Pedra
0.251892,0.00362604,0.00233788,0.000286549,-3.74134e-08,-1.1471e-05,2.31533e-07,1,4,NOVE,Pedra
0.249375,0.00294064,0.0019322,0.000229967,-6.69104e-08,-9.58053e-06,1.3792e-07,1,4,NOVE,Pedra
0.227241,0.00167229,0.00288423,0.000342179,-8.1132e-08,-5.20987e-06,3.3011e-07,2,5,NOVE,Pedra
0.223759,0.000395884,0.0019079,0.000180062,-7.47376e-08,-3.30634e-06,7.45157e-08,2,6,NOVE,Pedra
0.252054,0.00358049,0.00236913,0.000252926,-4.38826e-08,-9.71039e-06,1.90806e-07,1,5,NOVE,Pedra
0.247982,0.00299531,0.00266544,0.000301822,-1.01694e-07,-1.25213e-05,2.50888e-07,2,7,NOVE,Pedra
0.249421,0.00316053,0.00204723,0.00024694,-8.44357e-08,-1.03674e-05,1.53943e-07,2,7,NOVE,Pedra
0.239951,0.00141614,0.0020845,0.000216809,-4.60946e-08,-4.86101e-06,1.38272e-07,2,7,NOVE,Pedra
0.242666,0.00146939,0.00219731,0.000229566,-5.58138e-08,-5.25627e-06,1.53194e-07,3,6,NOVE,Pedra
0.228868,0.000604412,0.00204989,0.000239464,-9.52176e-08,-4.51082e-06,1.38137e-07,1,5,NOVE,Pedra
0.25395,0.00364715,0.00235637,0.000286341,-6.38383e-08,-1.17422e-05,2.26376e-07,2,7,NOVE,Pedra
0.233255,0.00182381,0.00285426,0.000383438,-1.41923e-07,-9.89515e-06,3.75188e-07,3,6,NOVE,Pedra
