hu0,hu1,hu2,hu3,hu4,hu5,hu6,shp0,shp1,groups,label
0.231722,0.0166157,0.000175497,0.000341914,5.77017e-08,4.2673e-05,6.07074e-08,1,5,UM,W
0.217226,0.012614,0.000113914,0.000223364,2.33046e-08,2.44476e-05,2.6951e-08,1,5,UM,W
0.220461,0.0131985,5.71513e-05,0.000277605,2.24947e-08,3.17794e-05,2.67704e-08,1,5,UM,W
0.217764,0.0115624,9.21644e-05,0.000197711,-7.57043e-09,2.11231e-05,2.55924e-08,1,5,UM,W
0.224256,0.0144554,0.000155527,0.000310861,4.51235e-08,3.6794e-05,5.13411e-08,1,6,UM,W
0.218937,0.0143031,5.06756e-05,0.000194324,1.6023e-08,2.31469e-05,1.07296e-08,1,6,UM,W
0.219748,0.0135014,2.72702e-05,0.000196401,7.79772e-09,2.26731e-05,1.20744e-08,1,6,UM,W
0.221724,0.013764,0.000344738,0.000293334,8.52672e-08,3.00396e-05,3.78241e-08,1,5,UM,W
0.215043,0.0138718,8.32249e-05,0.000146493,1.47557e-08,1.72249e-05,6.62631e-09,1,6,UM,W
0.221246,0.0124064,8.77695e-05,0.000235415,1.08918e-08,2.4084e-05,3.20387e-08,1,6,UM,W
0.22398,0.0157197,0.000163872,0.000193127,2.78618e-08,2.14833e-05,2.01032e-08,1,5,UM,W
0.231925,0.0181241,0.000145702,0.00024975,1.92147e-08,3.19294e-05,4.35956e-08,1,5,UM,W
0.213771,0.01184,0.000102028,0.00011796,3.28109e-09,1.20786e-05,1.25179e-08,1,5,UM,W
0.221102,0.0112001,0.000116854,0.000251265,-3.02627e-08,2.64071e-05,3.06247e-08,1,6,UM,W
0.22237,0.0128299,6.2529e-05,0.000211299,-4.3891e-09,2.33259e-05,2.38879e-08,2,6,UM,W
0.217706,0.0120994,0.000114882,0.000166156,7.62014e-09,1.64999e-05,2.16545e-08,1,6,UM,W
0.222468,0.0135492,0.0003359,0.000257974,6.25913e-08,2.60976e-05,4.30022e-08,1,5,UM,W
0.219561,0.0144006,3.33859e-05,0.000188183,1.3092e-08,2.24566e-05,7.14753e-09,1,7,UM,W
0.223392,0.0136145,3.39007e-05,0.00023699,-3.36337e-09,2.75912e-05,2.09743e-08,1,5,UM,W
0.222717,0.0148346,8.15229e-05,0.000217848,2.18672e-08,2.54676e-05,1.9096e-08,1,4,UM,W
0.218288,0.00982212,0.000347359,0.000108703,-1.59763e-08,1.05929e-05,-1.38177e-08,1,5,UM,QUATRO
0.216534,0.00885459,0.000308024,0.000120188,-2.14003e-08,1.10017e-05,-8.76361e-09,1,4,UM,QUATRO
0.259919,0.0201998,8.18935e-05,0.000478832,-6.71281e-08,5.4519e-05,-6.69674e-08,2,8,UM,QUATRO
0.2625,0.0222562,0.000292392,0.000525815,5.08327e-09,7.3268e-05,-2.0611e-07,2,8,UM,QUATRO
0.214802,0.00891568,0.000282865,0.000122099,-1.84852e-08,1.1363e-05,-1.31603e-08,1,4,UM,QUATRO
0.265081,0.0216221,0.000635085,0.000665565,-1.35885e-07,9.38313e-05,-4.10826e-07,2,8,UM,QUATRO
0.24142,0.0175959,0.000477594,0.000232839,-3.48552e-08,2.99931e-05,-6.93819e-08,1,4,UM,QUATRO
0.212444,0.00873419,0.000247145,9.76765e-05,-1.49653e-08,8.64931e-06,-2.52055e-09,1,6,UM,QUATRO
0.257643,0.0194176,0.000167095,0.00042797,-1.02756e-09,4.34472e-05,-1.14442e-07,4,6,UM,QUATRO
0.215544,0.0116927,0.00139475,9.95598e-06,-1.09676e-09,-5.10331e-07,-4.16558e-10,1,6,UM,QUATRO
0.212529,0.00753088,0.000447405,0.000105844,-1.83086e-08,8.96748e-06,-1.39753e-08,1,4,UM,QUATRO
0.218038,0.00864859,0.000351965,0.000119766,-2.37363e-08,1.05459e-05,-6.42113e-09,1,5,UM,QUATRO
0.266019,0.0237004,0.000121331,0.000460548,-2.39742e-08,6.06841e-05,-1.06195e-07,2,6,UM,QUATRO
0.283903,0.0341718,0.000672353,0.000260582,2.44414e-08,4.8136e-05,-1.06299e-07,6,10,UM,QUATRO
0.274212,0.0249979,0.00046865,0.000476152,-5.52937e-08,6.8779e-05,-2.18025e-07,5,9,UM,QUATRO
0.224245,0.0153577,0.00146839,2.58973e-05,0.000001866,1.94141e-06,-4.69275e-09,1,7,UM,QUATRO
0.281394,0.0232433,0.000339234,0.000362022,-1.11969e-07,3.94834e-05,-5.96527e-08,5,9,UM,QUATRO
0.283553,0.0200599,0.0019207,0.000806029,-2.7419e-07,0.000109201,-9.64684e-07,5,11,UM,QUATRO
0.21445,0.00758974,0.000527395,0.000151672,-2.39956e-08,1.32131e-05,-3.55576e-08,1,4,UM,QUATRO
0.243761,0.018617,0.000118728,0.000192514,-2.89309e-08,2.28349e-05,-3.18011e-09,2,6,UM,QUATRO
0.215755,0.0144422,0.00217466,0.000466064,4.64829e-07,5.5113e-05,6.39415e-08,1,2,UM,U
0.217134,0.0150151,0.00220358,0.00054294,5.91802e-07,6.63023e-05,4.95232e-08,1,2,UM,U
0.218716,0.01523,0.00236415,0.000576021,6.6813e-07,7.0671e-05,7.37998e-08,1,4,UM,U
0.217939,0.0153854,0.00231784,0.000545711,6.11e-07,6.70179e-05,5.79516e-08,1,3,UM,U
0.218711,0.0154685,0.0023095,0.000539225,5.9642e-07,6.59943e-05,7.98941e-08,1,2,UM,U
0.247569,0.027048,0.00335764,0.00115999,2.24717e-06,0.00018661,4.37078e-07,1,4,UM,U
0.218026,0.0155053,0.0021588,0.000522999,5.53256e-07,6.47821e-05,5.22897e-08,1,3,UM,U
0.219903,0.0157594,0.00246533,0.000618222,7.59971e-07,7.71337e-05,7.04339e-08,1,2,UM,U
0.251124,0.030694,0.00259261,0.000937727,1.45569e-06,0.00016426,1.36949e-07,4,3,UM,U
0.240256,0.0242507,0.00282649,0.000954754,1.52445e-06,0.000141323,3.6877e-07,1,5,UM,U
0.217769,0.0154159,0.00217345,0.000533354,5.7376e-07,6.62041e-05,2.36349e-08,1,3,UM,U
0.218602,0.0164438,0.00187521,0.000473994,4.44353e-07,6.03449e-05,4.73956e-08,1,2,UM,U
0.219905,0.0152375,0.00247445,0.000610778,7.47426e-07,7.49734e-05,7.18384e-08,1,3,UM,U
0.242182,0.0248636,0.00330959,0.0010419,1.89141e-06,0.000161033,4.07303e-07,2,3,UM,U
0.246227,0.0273897,0.00280772,0.00100839,1.66472e-06,0.00016437,3.28215e-07,2,5,UM,U
0.246119,0.0281446,0.0036785,0.00101304,1.93998e-06,0.000165401,2.46427e-07,1,4,UM,U
0.217111,0.014707,0.0023849,0.000546351,6.1999e-07,6.55428e-05,6.74832e-08,1,3,UM,U
0.25265,0.0305444,0.0024301,0.000910888,1.34795e-06,0.000159062,1.40117e-07,1,5,UM,U
0.218938,0.0153581,0.00235091,0.000603667,7.14181e-07,7.44446e-05,8.43071e-08,1,2,UM,U
0.219878,0.0157856,0.00244734,0.00061902,7.57867e-07,7.74977e-05,7.84065e-08,1,2,UM,U
0.227249,0.012285,0.00115656,0.000905994,9.27284e-07,0.000100004,1.53147e-08,1,5,UM,V
