hu0,hu1,hu2,hu3,hu4,hu5,hu6,shp0,shp1,groups,label
0.280456,0.0374658,0.00176713,3.87514e-06,3.13244e-10,7.50054e-07,-6.86327e-11,1,6,CINCO,T
0.28479,0.0385726,0.0021807,3.3359e-05,-4.11643e-09,1.15306e-06,-8.0005e-09,1,6,CINCO,T
0.293179,0.044404,0.00215867,5.17006e-05,1.59881e-08,1.07238e-05,-6.53418e-09,1,6,CINCO,T
0.277254,0.0336804,0.00161482,1.98969e-05,-3.14086e-09,3.26121e-06,-1.68959e-09,1,6,CINCO,T
0.280973,0.0367634,0.00132768,1.45475e-05,-7.24984e-10,1.73748e-06,-1.8873e-09,1,6,CINCO,T
0.27041,0.0315544,0.00113945,2.62457e-05,-4.51139e-09,4.58695e-06,-4.97467e-10,1,6,CINCO,T
0.264939,0.0262615,0.00162927,3.13695e-05,-6.19052e-09,5.02006e-06,3.45998e-09,1,6,CINCO,T
0.280512,0.0383931,0.00149653,1.28404e-05,-1.46844e-09,-3.79252e-07,-1.00595e-09,1,6,CINCO,T
0.273553,0.0325756,0.0013334,1.85674e-05,-2.7028e-09,3.33876e-06,1.10911e-09,1,6,CINCO,T
0.277933,0.033763,0.00161994,9.26307e-06,-1.13402e-09,1.67654e-06,-3.91577e-11,1,5,CINCO,T
0.27145,0.033712,0.000729335,3.42387e-05,-2.72441e-09,5.58057e-06,4.67455e-09,1,5,CINCO,T
0.278237,0.0333317,0.00227607,2.52166e-06,6.67728e-11,2.6796e-07,1.7899e-10,1,5,CINCO,T
0.272612,0.0314937,0.00207063,3.80369e-07,7.25939e-13,2.5448e-08,0.00000001065,1,5,CINCO,T
0.273853,0.0336537,0.00174938,5.46859e-06,-4.24492e-10,-9.29999e-07,-3.25427e-10,1,5,CINCO,T
0.28253,0.0360041,0.00284044,4.64466e-05,1.97201e-09,5.27268e-06,-1.67547e-08,1,6,CINCO,T
0.271463,0.0316326,0.00173577,6.8734e-06,5.75001e-10,1.13485e-06,-4.82723e-10,1,5,CINCO,T
0.292527,0.0444193,0.00182663,2.4432e-05,5.00221e-09,5.12137e-06,-1.27174e-09,2,6,CINCO,T
0.271333,0.0334526,0.00100225,1.63172e-05,-1.19184e-09,2.69862e-06,1.71283e-09,1,6,CINCO,T
0.286612,0.0370112,0.00228291,4.19931e-06,8.49876e-11,-8.07077e-07,4.02281e-10,1,6,CINCO,T
0.279705,0.0341322,0.00236468,4.66749e-06,-1.20662e-11,-8.5881e-07,4.90207e-10,1,6,CINCO,T
0.314796,0.055865,0.00118094,0.000567972,2.09773e-07,0.000130966,4.15176e-07,1,5,CINCO,F
0.328793,0.0630852,0.00185788,0.000385638,2.32768e-07,8.3475e-05,2.28846e-07,1,4,CINCO,F
0.281563,0.0390943,3.51926e-05,0.000447149,-3.29597e-08,8.23947e-05,4.53874e-08,1,6,CINCO,F
0.286736,0.0356297,0.000534348,0.00136383,2.85205e-07,0.000251845,1.12879e-06,1,5,CINCO,F
0.312713,0.0518666,0.00142309,0.000149563,-9.79188e-09,3.39879e-05,6.83022e-08,1,4,CINCO,F
0.275042,0.0299136,0.000589951,0.00100672,5.99735e-08,0.000171696,7.73519e-07,1,5,CINCO,F
0.283383,0.036829,0.000381819,0.000541395,-1.0193e-07,0.000102115,2.24054e-07,1,5,CINCO,F
0.298382,0.048476,0.000800986,0.000582476,3.10092e-07,0.000127534,2.4927e-07,1,4,CINCO,F
0.278526,0.0283283,0.000842381,0.00151698,3.35193e-07,0.000248709,1.68176e-06,1,5,CINCO,F
0.26709,0.0362649,0.000236217,0.000467926,1.29435e-07,8.50417e-05,8.63025e-08,1,5,CINCO,F
0.318678,0.0578654,0.00203487,0.000333646,1.92933e-07,6.73194e-05,1.95845e-07,1,4,CINCO,F
0.329141,0.0648647,0.00205816,0.00050609,4.34615e-07,0.000106861,2.79096e-07,2,4,CINCO,F
0.297613,0.0447833,8.82698e-05,0.000779878,1.40997e-07,0.000127676,-1.48286e-07,1,5,CINCO,F
0.26709,0.0362649,0.000236217,0.000467926,1.29435e-07,8.50417e-05,8.63025e-08,1,5,CINCO,F
0.279342,0.0360406,4.26735e-05,0.000841623,-6.8504e-09,0.000153203,1.59351e-07,1,5,CINCO,F
0.258268,0.0315498,7.07435e-05,0.000308571,2.18586e-08,5.25913e-05,4.0009e-08,1,4,CINCO,F
0.276358,0.0349479,7.30996e-05,0.000653293,-7.63619e-09,0.000115906,1.4256e-07,1,5,CINCO,F
0.285227,0.0327351,0.000797343,0.00143012,2.59957e-07,0.00025228,1.50486e-06,1,4,CINCO,F
0.283192,0.0367919,0.000349809,0.000542223,1.47275e-08,0.000101567,2.35688e-07,2,5,CINCO,F
0.279071,0.0362805,0.000638948,0.000751394,2.62143e-07,0.00014312,4.49826e-07,2,4,CINCO,F
0.280512,0.0383931,0.00149653,1.28404e-05,-1.46844e-09,-3.79252e-07,-1.00595e-09,1,6,CINCO,T
0.280973,0.0367634,0.00132768,1.45475e-05,-7.24984e-10,1.73748e-06,-1.8873e-09,1,6,CINCO,T
0.292527,0.0444193,0.00182663,2.4432e-05,5.00221e-09,5.12137e-06,-1.27174e-09,2,6,CINCO,T
0.273553,0.0325756,0.0013334,1.85674e-05,-2.7028e-09,3.33876e-06,1.10911e-09,1,6,CINCO,T
0.280456,0.0374658,0.00176713,3.87514e-06,3.13244e-10,7.50054e-07,-6.86327e-11,1,6,CINCO,T
0.28253,0.0360041,0.00284044,4.64466e-05,1.97201e-09,5.27268e-06,-1.67547e-08,1,6,CINCO,T
0.293179,0.044404,0.00215867,5.17006e-05,1.59881e-08,1.07238e-05,-6.53418e-09,1,6,CINCO,T
0.286612,0.0370112,0.00228291,4.19931e-06,8.49876e-11,-8.07077e-07,4.02281e-10,1,6,CINCO,T
0.271333,0.0334526,0.00100225,1.63172e-05,-1.19184e-09,2.69862e-06,1.71283e-09,1,6,CINCO,T
0.271463,0.0316326,0.00173577,6.8734e-06,5.75001e-10,1.13485e-06,-4.82723e-10,1,5,CINCO,T
0.278237,0.0333317,0.00227607,2.52166e-06,6.67728e-11,2.6796e-07,1.7899e-10,1,5,CINCO,T
0.28479,0.0385726,0.0021807,3.3359e-05,-4.11643e-09,1.15306e-06,-8.0005e-09,1,6,CINCO,T
0.277254,0.0336804,0.00161482,1.98969e-05,-3.14086e-09,3.26121e-06,-1.68959e-09,1,6,CINCO,T
0.277933,0.033763,0.00161994,9.26307e-06,-1.13402e-09,1.67654e-06,-3.91577e-11,1,5,CINCO,T
0.273853,0.0336537,0.00174938,5.46859e-06,-4.24492e-10,-9.29999e-07,-3.25427e-10,1,5,CINCO,T
0.27145,0.033712,0.000729335,3.42387e-05,-2.72441e-09,5.58057e-06,4.67455e-09,1,5,CINCO,T
0.272612,0.0314937,0.00207063,3.80369e-07,7.25939e-13,2.5448e-08,0.00000001065,1,5,CINCO,T
