hu0,hu1,hu2,hu3,hu4,hu5,hu6,shp0,shp1,groups,label
0.219244,0.00527591,0.000757621,0.000369744,-1.17547e-07,2.68511e-05,1.56457e-07,2,6,SETE,Aviao
0.210524,0.00489174,0.00159904,0.000111562,1.30872e-09,7.4082e-06,4.71019e-08,1,5,SETE,Aviao
0.216113,0.00440546,0.000584934,0.000373202,-1.46423e-07,2.47283e-05,9.46838e-08,2,6,SETE,Aviao
0.21373,0.00406484,0.000786991,0.000294668,-1.22791e-07,1.87859e-05,7.11208e-08,1,5,SETE,Aviao
0.215997,0.00366504,0.000857314,0.000384265,-1.63273e-07,2.22038e-05,1.48278e-07,1,5,SETE,Aviao
0.210284,0.00407978,0.00108877,0.000229464,-1.91249e-08,1.35715e-05,1.13088e-07,1,5,SETE,Aviao
0.215198,0.0032278,0.00120785,0.000360543,-1.33427e-07,2.04377e-05,1.96994e-07,1,5,SETE,Aviao
0.212683,0.00593695,0.000648859,0.000289721,-6.47214e-08,2.21256e-05,1.07659e-07,2,5,SETE,Aviao
0.203885,0.00350905,0.000802163,0.000171775,-1.33607e-08,9.27767e-06,6.23478e-08,2,5,SETE,Aviao
0.215844,0.00343379,0.000679512,0.000411416,-2.0486e-07,2.37833e-05,7.31583e-08,1,5,SETE,Aviao
0.229519,0.00869422,0.00161368,0.000305857,1.45103e-07,2.08615e-05,1.58482e-07,4,5,SETE,Aviao
0.222015,0.0073722,0.00177474,0.000234201,1.41514e-07,9.15909e-06,5.26509e-08,2,5,SETE,Aviao
0.215322,0.00474099,0.00061833,0.000306331,-1.03265e-07,2.09127e-05,8.43253e-08,2,6,SETE,Aviao
0.213461,0.00464478,0.000298656,0.000358721,-1.16909e-07,2.43964e-05,1.08791e-08,1,5,SETE,Aviao
0.217097,0.00445932,0.000647171,0.000363565,-1.50688e-07,2.42595e-05,9.16155e-08,1,5,SETE,Aviao
0.218486,0.00534378,0.00049089,0.000497988,-2.26518e-07,3.6379e-05,9.65039e-08,3,4,SETE,Aviao
0.214767,0.00374583,0.000627409,0.000346714,-1.55748e-07,2.09049e-05,4.34976e-08,2,5,SETE,Aviao
0.217843,0.00500159,0.000575379,0.000388382,-1.73183e-07,2.7459e-05,6.09551e-08,2,7,SETE,Aviao
0.208019,0.00536905,0.000840702,0.000226555,1.75077e-08,1.51458e-05,9.73114e-08,2,4,SETE,Aviao
0.217343,0.00527154,0.000440393,0.000352972,-1.34692e-07,2.50853e-05,3.50019e-08,1,5,SETE,Aviao
0.195688,0.0027016,0.000707048,0.000126778,-3.72436e-08,-4.51098e-08,-7.32266e-09,1,7,SETE,L
0.192147,0.00202503,0.000571805,0.000118106,-2.9301e-08,-9.72332e-07,-9.13665e-09,1,5,SETE,L
0.194475,0.00145549,0.00121598,0.000158478,-6.94938e-08,-3.0899e-07,-3.2367e-09,1,5,SETE,L
0.197951,0.00176387,0.00124018,0.000169978,-6.81568e-08,3.02143e-06,-3.80164e-08,3,7,SETE,L
0.196389,0.00281576,0.000710718,0.00012211,-3.28017e-08,6.49857e-07,-1.47685e-08,1,4,SETE,L
0.195205,0.00142372,0.00112954,0.000151909,-6.28643e-08,4.2607e-07,-2.77142e-09,2,5,SETE,L
0.197099,0.001871,0.00125583,0.000171561,-7.72026e-08,-3.82088e-07,-1.95242e-08,1,5,SETE,L
0.195675,0.00270191,0.00071564,0.000130721,-3.9494e-08,-9.59412e-07,-6.22945e-09,2,7,SETE,L
0.195334,0.00173427,0.00110814,0.000125405,-4.57047e-08,1.20855e-06,-9.82346e-09,1,6,SETE,L
0.196439,0.00190958,0.000948358,0.000133361,-4.69178e-08,1.34943e-06,-6.93317e-09,2,7,SETE,L
0.205263,0.00120657,0.00116694,0.000541181,4.23137e-08,1.4426e-05,-4.27983e-07,2,5,SETE,L
0.192468,0.00256186,0.000566889,9.61685e-05,-2.20464e-08,-1.74095e-07,-4.26016e-09,1,5,SETE,L
0.194541,0.000965766,0.00122787,0.000143582,-6.00122e-08,1.85127e-08,5.75284e-09,2,6,SETE,L
0.195136,0.00192017,0.00095328,0.000128203,-4.47487e-08,9.40649e-07,2.49688e-09,1,4,SETE,L
0.195381,0.00212493,0.000938933,0.000119582,-4.00602e-08,4.73294e-07,8.80986e-10,1,5,SETE,L
0.19326,0.00156063,0.00100495,0.00011746,-3.96543e-08,1.31127e-06,-7.49067e-09,2,5,SETE,L
0.199181,0.00132143,0.00158148,0.000189646,-1.03606e-07,3.72165e-07,7.24929e-09,1,4,SETE,L
0.194368,0.00127852,0.00105576,0.000137467,-5.22049e-08,1.18656e-07,4.1477e-09,2,5,SETE,L
0.197741,0.00274753,0.000872768,0.00010233,-3.03513e-08,-1.16569e-06,3.74277e-09,2,6,SETE,L
0.196562,0.00269972,0.000715996,0.000126294,-3.75222e-08,-1.00606e-06,-5.86611e-09,1,5,SETE,L
0.193831,0.000515551,0.00311123,0.000225487,1.38469e-07,4.82422e-06,-1.28436e-07,1,3,SETE,Y
0.193232,0.000276773,0.00304748,0.000179308,6.97708e-08,2.97297e-06,-1.12698e-07,1,3,SETE,Y
0.197127,0.00159446,0.002953,0.000282361,4.89165e-08,1.59664e-06,-2.5315e-07,1,4,SETE,Y
0.196329,0.00141653,0.00276918,0.000280812,6.39715e-08,2.45543e-06,-2.39221e-07,2,4,SETE,Y
0.194497,0.00046511,0.00299789,0.000239851,7.10897e-08,3.28179e-06,-1.90557e-07,1,4,SETE,Y
0.226726,0.00310439,0.00999277,0.000706991,1.26833e-06,2.16789e-05,-1.38657e-06,1,4,SETE,Y
0.192613,0.000426367,0.00289653,0.000186186,6.36464e-08,2.96454e-06,-1.21011e-07,1,3,SETE,Y
0.194219,0.000316143,0.00301253,0.000196727,8.05545e-08,3.19488e-06,-1.28247e-07,1,4,SETE,Y
0.216278,0.00373448,0.00676253,0.000511272,-5.01402e-07,-1.91652e-05,-0.0008077,1,5,SETE,Y
0.196064,0.00199278,0.00332522,0.000165063,-5.68813e-08,-2.36522e-06,-1.08254e-07,1,5,SETE,Y
0.189438,0.000151445,0.00254278,0.000144324,1.47252e-08,1.60327e-06,-8.61819e-08,1,4,SETE,Y
0.192319,0.000283704,0.00273122,0.000183686,6.02692e-09,1.84645e-06,-1.29965e-07,1,4,SETE,Y
0.195531,0.0015858,0.00277367,0.000266778,3.38675e-08,9.2721e-07,-2.26971e-07,1,4,SETE,Y
192,0.000202336,0.00303241,6.09325e-05,-1.86045e-08,-8.60011e-07,1.84362e-08,2,5,SETE,Y
0.196587,0.000510915,0.00390477,8.73453e-05,-4.13112e-08,-6.95307e-07,-2.99237e-08,2,6,SETE,Y
